Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
Maharashtra,India,19.75,75.71,5/26/2021,107072,3561,70000,33511,3.33,65.38,64.24,25481061,13083828,41506477,14249424,0.75
Guangdong,China,23.38,113.43,1/19/2023,1611189,61054,814254,735881,3.79,50.54,23.65,20320527,10363937,34239341,55728670,2.89
Moscow,Russia,55.75,37.62,12/4/2022,351273,2771,202923,145579,0.79,57.77,125.42,15959497,10095777,28457818,35043562,1
Shanghai,China,31.23,121.47,6/16/2022,4740978,97282,3294293,1349403,2.05,69.49,9.02,6325743,5138674,15078925,14011670,33.84
Uttar Pradesh,India,26.85,80.91,2/24/2022,534631,25794,323677,185160,4.82,60.54,10.11,3260268,3228922,11037261,10250203,5.22
Kerala,India,10.85,76.27,12/1/2021,203691,8398,172393,22900,4.12,84.63,57.32,18318215,11146824,31291359,3347132,6.09
Quebec,Canada,46.81,-71.21,8/23/2023,2964256,113863,2448188,402205,3.84,82.59,25.14,24522912,18566307,46271978,7099200,41.75
New York,USA,40.71,-74.01,8/17/2022,3834294,187084,3528769,118441,4.88,92.03,34.53,22721717,21965874,49652561,39314126,9.75
Florida,USA,27.99,-81.76,11/18/2022,118549,1295,87495,29759,1.09,73.8,0.5,143342,100706,3680364,51857601,0.23
Tamil Nadu,India,13.08,80.27,10/18/2022,15624,751,9836,5037,4.81,62.95,5.7,5033185,3063722,10122920,67498581,0.02
Shanghai,China,31.23,121.47,11/9/2021,2233437,72819,1195379,965239,3.26,53.52,60.46,27147470,13604991,40802117,4503821,49.59
Scotland,UK,55.95,-3.19,12/1/2022,4992799,226182,3002417,1764200,4.53,60.13,75.87,11678922,6996309,20876283,44370507,11.25
Lazio,Italy,41.89,12.5,6/28/2022,1452567,67737,959633,425197,4.66,66.06,22.74,19590679,17802508,38724389,42945136,3.38
New York,USA,40.71,-74.01,3/30/2023,1585104,23940,806627,754537,1.51,50.89,30.88,26877787,23770269,50759793,36020262,4.4
Hubei,China,30.58,114.27,3/4/2021,4867841,77421,3921320,869100,1.59,80.56,18.25,14060403,9907292,28112858,89392665,5.45
Saint Petersburg,Russia,59.93,30.33,3/14/2023,4345491,135240,3185830,1024421,3.11,73.31,243.7,29976302,15000103,47870589,34662460,12.54
New York,USA,40.71,-74.01,2/11/2021,2722747,103115,1570655,1048977,3.79,57.69,15.19,10175036,7763240,20894216,65611439,4.15
Rio de Janeiro,Brazil,-22.91,-43.17,2/23/2021,2213312,95691,2103765,13856,4.32,95.05,27.98,22287291,20019406,42913876,60459963,3.66
Lombardy,Italy,45.47,9.19,9/16/2023,4112320,35484,3903492,173344,0.86,94.92,15.44,11461049,7250397,19100548,86421236,4.76
Moscow,Russia,55.75,37.62,8/22/2022,947731,34859,646807,266065,3.68,68.25,20.65,14967115,7726541,23092549,51445356,1.84
Jalisco,Mexico,20.67,-103.35,11/4/2021,1133637,17725,735187,380725,1.56,64.85,22.49,21161833,12098979,37988740,27398111,4.14
Ontario,Canada,43.65,-79.38,5/9/2022,1793507,69183,1537266,187058,3.86,85.71,70.64,24286223,19209743,43599157,59191342,3.03
Maharashtra,India,19.75,75.71,12/22/2021,2907944,22227,1505099,1380618,0.76,51.76,3.06,2535307,1842721,4597165,49834094,5.84
Lombardy,Italy,45.47,9.19,5/4/2022,1411040,39348,1141036,230656,2.79,80.86,9.64,9317773,5136678,17194532,62944348,2.24
Quebec,Canada,46.81,-71.21,3/22/2023,3644575,27729,3463910,152936,0.76,95.04,36.84,14376641,12759449,32005214,4113011,88.61
Nuevo León,Mexico,25.67,-100.31,8/26/2023,790548,13791,665873,110884,1.74,84.23,37.99,17334483,12955415,30763675,60046662,1.32
New York,USA,40.71,-74.01,6/2/2021,1175511,35260,1005194,135057,3,85.51,97.4,24645615,12718597,37761047,81086289,1.45
Northern Ireland,UK,54.6,-5.93,8/22/2021,2443751,9479,1939978,494294,0.39,79.39,267.7,18481095,14520957,35337216,22821835,10.71
Beijing,China,39.9,116.4,9/5/2021,2833517,38412,1579178,1215927,1.36,55.73,60.28,25111001,20578364,49805653,79880725,3.55
Florida,USA,27.99,-81.76,2/28/2022,1731850,77369,1298683,355798,4.47,74.99,38.41,21693320,11242301,35661165,32082643,5.4
Hubei,China,30.58,114.27,8/30/2021,1855692,11477,1783808,60407,0.62,96.13,28.26,18270531,14059145,36145148,85731446,2.16
Catalonia,Spain,41.39,2.17,10/31/2022,1369620,47901,1149883,171836,3.5,83.96,32.38,19552058,11924394,32855162,11956362,11.46
Lazio,Italy,41.89,12.5,10/20/2021,1897734,93541,1723125,81068,4.93,90.8,100.27,18004538,14829150,33232366,35730836,5.31
Texas,USA,31.97,-99.9,9/13/2021,1877205,19381,1717819,140005,1.03,91.51,10.85,10810320,7985165,21427980,46442071,4.04
Lazio,Italy,41.89,12.5,7/16/2021,3448345,39282,1851162,1557901,1.14,53.68,3.33,2940338,2854680,8178518,44653015,7.72
Maharashtra,India,19.75,75.71,5/1/2021,2403634,33443,2204016,166175,1.39,91.7,20.52,6532702,3781328,14499021,36634261,6.56
Hubei,China,30.58,114.27,3/14/2022,4121035,145524,3144922,830589,3.53,76.31,155.06,15738858,10049128,29717121,60582807,6.8
Moscow,Russia,55.75,37.62,1/25/2021,2030027,87652,1436156,506219,4.32,70.75,21.73,1713548,1081907,7729687,42762910,4.75
Delhi,India,28.61,77.21,4/24/2021,3730856,113812,2134761,1482283,3.05,57.22,29.33,8060994,7566274,16552753,96568459,3.86
Guangdong,China,23.38,113.43,11/7/2022,1273227,57520,989386,226321,4.52,77.71,32.61,2646313,1799803,5987985,38432930,3.31
Scotland,UK,55.95,-3.19,4/27/2023,1885004,89775,1488604,306625,4.76,78.97,44.66,21997404,11202225,33217037,76394473,2.47
Shanghai,China,31.23,121.47,6/25/2021,2536763,5226,2470499,61038,0.21,97.39,25.2,17385211,11974547,30446104,60238858,4.21
Beijing,China,39.9,116.4,8/24/2022,2655010,54385,2349500,251125,2.05,88.49,27.68,26620482,16265565,43480244,89639331,2.96
Lombardy,Italy,45.47,9.19,10/26/2022,1464692,9240,1271262,184190,0.63,86.79,13.68,2979545,2949860,6523093,7396196,19.8
Madrid,Spain,40.42,-3.7,4/9/2022,1819995,22357,1610178,187460,1.23,88.47,43.1,28542830,21788241,55140286,63602559,2.86
Ontario,Canada,43.65,-79.38,9/13/2021,1457495,65186,997895,394414,4.47,68.47,58.93,22955876,20592622,47994634,95550798,1.53
Amazonas,Brazil,-3.07,-60.02,6/22/2021,2593632,99675,1799136,694821,3.84,69.37,75.52,8285351,7215089,18587401,54301491,4.78
Texas,USA,31.97,-99.9,6/4/2022,847341,36310,723829,87202,4.29,85.42,58.34,6837401,5194459,16712445,91007447,0.93
Wales,UK,51.48,-3.18,10/25/2021,72900,582,45623,26695,0.8,62.58,26.7,14859338,8226096,25240124,69587274,0.1
Scotland,UK,55.95,-3.19,11/12/2021,2744280,122249,2613632,8399,4.45,95.24,128.54,25937896,18866430,49261310,24007552,11.43
Quebec,Canada,46.81,-71.21,12/17/2022,871140,9655,500517,360968,1.11,57.46,80.2,22639410,20149028,46374613,70705043,1.23
Scotland,UK,55.95,-3.19,8/20/2021,3285519,62225,1663917,1559377,1.89,50.64,187.23,17898791,17367908,36020533,23144950,14.2
Beijing,China,39.9,116.4,1/25/2021,2658418,112150,1874726,671542,4.22,70.52,387.32,22835614,17273371,43738677,85933465,3.09
Lazio,Italy,41.89,12.5,3/11/2022,753604,10534,718036,25034,1.4,95.28,151.06,19783097,10792567,33777857,25005510,3.01
England,UK,51.51,-0.13,6/13/2022,2306368,29221,1731254,545893,1.27,75.06,88.75,29082200,15793114,45080431,82017699,2.81
England,UK,51.51,-0.13,4/23/2023,3662640,44116,1950647,1667877,1.2,53.26,42.27,16689458,8401240,28501941,8596980,42.6
British Columbia,Canada,49.28,-123.12,2/14/2022,681847,14785,349251,317811,2.17,51.22,44.94,14079709,8039267,23807299,72462707,0.94
New York,USA,40.71,-74.01,8/8/2021,4453738,87238,3002165,1364335,1.96,67.41,0.43,304830,178581,5384799,5082250,87.63
Ontario,Canada,43.65,-79.38,12/2/2021,984120,7455,918985,57680,0.76,93.38,25.55,15693635,13792958,33644373,29633226,3.32
Northern Ireland,UK,54.6,-5.93,1/15/2021,4086631,797,2690715,1395119,0.02,65.84,0.86,741262,628443,1902640,98012615,4.17
Beijing,China,39.9,116.4,8/21/2023,528822,23404,495834,9584,4.43,93.76,29.67,15772240,15394529,33010756,84471556,0.63
Uttar Pradesh,India,26.85,80.91,9/17/2021,3625310,155013,2659243,811054,4.28,73.35,29.58,25220846,13658156,41552099,1883834,192.44
Texas,USA,31.97,-99.9,3/25/2022,3211651,21772,2173931,1015948,0.68,67.69,92.52,26981587,23516213,52822301,92531511,3.47
Mexico City,Mexico,19.43,-99.13,7/16/2021,3007750,24821,2175382,807547,0.83,72.33,20.23,16077544,16075130,35216535,99527062,3.02
Saint Petersburg,Russia,59.93,30.33,6/8/2022,872555,40363,515939,316253,4.63,59.13,18.71,13939768,9627544,25487344,80503719,1.08
Tamil Nadu,India,13.08,80.27,5/28/2023,142325,1427,84613,56285,1,59.45,1.58,693673,550196,1990931,20013437,0.71
Veneto,Italy,45.44,12.33,4/2/2021,1511307,8743,1168296,334268,0.58,77.3,24.57,10696975,7938844,22251687,49998167,3.02
Uttar Pradesh,India,26.85,80.91,7/1/2021,2466913,72233,1480764,913916,2.93,60.02,172.02,26724172,20772367,48687891,92314119,2.67
Ontario,Canada,43.65,-79.38,5/30/2022,1080029,22852,993916,63261,2.12,92.03,0.39,257251,160279,1111014,80474934,1.34
Rio de Janeiro,Brazil,-22.91,-43.17,11/19/2022,3327039,110576,2284744,931719,3.32,68.67,33.82,21372230,15541823,41479835,11571469,28.75
Texas,USA,31.97,-99.9,12/11/2022,2223919,46465,1140016,1037438,2.09,51.26,151.19,28111984,18696207,48621329,58525700,3.8
Mexico City,Mexico,19.43,-99.13,3/26/2021,4380860,62155,3492340,826365,1.42,79.72,85.57,19555015,14629637,38013260,22898038,19.13
Maharashtra,India,19.75,75.71,8/9/2021,2890817,61510,2770991,58316,2.13,95.85,24.31,21518149,19060790,41426318,58150293,4.97
Ontario,Canada,43.65,-79.38,11/20/2022,3986207,193892,2886783,905532,4.86,72.42,71.2,15376720,13601664,30585301,80280099,4.97
São Paulo,Brazil,-23.55,-46.63,6/22/2023,232945,7842,126763,98340,3.37,54.42,166.76,27093469,26824559,55471108,93834523,0.25
Saint Petersburg,Russia,59.93,30.33,3/4/2022,1130461,46990,889875,193596,4.16,78.72,21.87,9914436,8988862,22716762,32199325,3.51
California,USA,36.77,-119.42,9/9/2022,2847333,98606,2407184,341543,3.46,84.54,14.42,4815381,4247349,12588971,9461287,30.09
England,UK,51.51,-0.13,1/3/2022,3665053,115096,2137271,1412686,3.14,58.31,31.72,28596996,20676510,52621395,5899470,62.13
England,UK,51.51,-0.13,9/23/2022,1685615,54375,1455750,175490,3.23,86.36,96.92,18517471,14352668,34992965,92710958,1.82
Hubei,China,30.58,114.27,4/27/2022,4026172,58478,3738688,229006,1.45,92.86,35.68,17867532,17634093,37957994,61659891,6.53
Catalonia,Spain,41.39,2.17,9/1/2022,4140508,87199,3315890,737419,2.11,80.08,26.57,25641836,16683774,44049651,75744402,5.47
Nuevo León,Mexico,25.67,-100.31,5/13/2021,4641019,205117,2610459,1825443,4.42,56.25,19.72,17178374,11717378,29693806,27622161,16.8
Northern Ireland,UK,54.6,-5.93,5/21/2022,1556674,2613,1421085,132976,0.17,91.29,31.35,16630830,14000694,34110457,38638249,4.03
São Paulo,Brazil,-23.55,-46.63,4/17/2023,2738515,50137,1513064,1175314,1.83,55.25,24.76,16764671,10441090,27706801,83984585,3.26
São Paulo,Brazil,-23.55,-46.63,8/23/2021,3769563,154465,2257479,1357619,4.1,59.89,6.29,2585422,2219076,6650436,33987899,11.09
Jalisco,Mexico,20.67,-103.35,1/19/2022,1839933,9021,1572742,258170,0.49,85.48,34.54,26288944,16387401,47037005,11226847,16.39
São Paulo,Brazil,-23.55,-46.63,8/22/2021,1542102,31654,1009104,501344,2.05,65.44,21.04,18848630,9460705,28409809,43462456,3.55
Texas,USA,31.97,-99.9,12/5/2022,3624242,170227,1866989,1587026,4.7,51.51,221.09,29481127,21155406,54893399,86357743,4.2
Shanghai,China,31.23,121.47,3/12/2022,3605818,41445,1877234,1687139,1.15,52.06,23.7,21139704,13534754,37722420,50775429,7.1
Lazio,Italy,41.89,12.5,1/28/2022,1145015,50906,1091323,2786,4.45,95.31,23.42,20006298,19570500,39983736,73174828,1.56
Jalisco,Mexico,20.67,-103.35,4/27/2022,3143477,72555,2358394,712528,2.31,75.03,42.51,15373552,14947457,34553968,61882226,5.08
England,UK,51.51,-0.13,9/20/2022,1431505,64203,849218,518084,4.49,59.32,74.3,13017893,10741523,27147947,86096659,1.66
Jalisco,Mexico,20.67,-103.35,5/29/2021,3936915,116416,3282716,537783,2.96,83.38,224.12,20405788,14705260,37248526,57476828,6.85
Veneto,Italy,45.44,12.33,1/31/2021,959300,4380,548770,406150,0.46,57.21,26.68,17103055,14609545,36397680,35762849,2.68
California,USA,36.77,-119.42,2/10/2021,4722563,68942,2605138,2048483,1.46,55.16,15.97,15649658,8734637,28962871,35255116,13.4
Uttar Pradesh,India,26.85,80.91,2/18/2021,2852614,31182,1483910,1337522,1.09,52.02,35.25,28737264,14437389,47774617,55857470,5.11
Catalonia,Spain,41.39,2.17,8/13/2023,4214066,177068,3417666,619332,4.2,81.1,38.12,19630750,16500632,39344847,60531936,6.96
Maharashtra,India,19.75,75.71,6/30/2022,1062357,1508,868978,191871,0.14,81.8,63.82,29725012,17142888,51373248,27251231,3.9
Beijing,China,39.9,116.4,2/20/2023,2164910,61764,1547211,555935,2.85,71.47,33.15,21943359,14344155,36379924,6481865,33.4
São Paulo,Brazil,-23.55,-46.63,8/1/2022,14667,272,9036,5359,1.85,61.61,157.04,13256239,7808949,25373481,44728062,0.03
Mexico City,Mexico,19.43,-99.13,12/11/2022,4154107,122403,3172317,859387,2.95,76.37,14.73,6383894,5164356,12102377,10291310,40.37
Catalonia,Spain,41.39,2.17,6/29/2021,247604,1071,138576,107957,0.43,55.97,4.26,3478278,3439964,8152705,34925698,0.71
Uttar Pradesh,India,26.85,80.91,4/6/2021,838375,8195,622936,207244,0.98,74.3,15.36,8389361,4967901,15173554,35608744,2.35
Delhi,India,28.61,77.21,3/7/2021,4294785,128629,3718161,447995,3,86.57,48.61,12716435,6614726,23232303,19855159,21.63
England,UK,51.51,-0.13,6/15/2021,3914227,107361,3192937,613929,2.74,81.57,59.75,25677485,14651684,42315442,39264013,9.97
Ontario,Canada,43.65,-79.38,2/11/2022,4657306,217613,3421531,1018162,4.67,73.47,100.89,27748363,25228097,57899613,32408435,14.37
Florida,USA,27.99,-81.76,12/30/2021,4516123,80212,2775971,1659940,1.78,61.47,9.58,5448674,3973091,13896937,38155217,11.84
Lazio,Italy,41.89,12.5,7/19/2023,4126456,160887,3891242,74327,3.9,94.3,8.63,5283783,4107373,13262469,38115198,10.83
England,UK,51.51,-0.13,12/25/2022,609672,1587,417680,190405,0.26,68.51,71.49,16368232,12457672,29691897,2123059,28.72
Maharashtra,India,19.75,75.71,3/27/2023,3213608,49609,2758965,405034,1.54,85.85,4.56,2782284,2395823,7797478,63432538,5.07
Lombardy,Italy,45.47,9.19,4/11/2022,4646878,182169,4037010,427699,3.92,86.88,11.58,4052912,3872571,9242102,65868085,7.05
Moscow,Russia,55.75,37.62,8/9/2021,3224330,85030,1958039,1181261,2.64,60.73,42.45,13509055,9104522,25625818,41855298,7.7
Scotland,UK,55.95,-3.19,4/19/2021,313405,10409,300244,2752,3.32,95.8,29.54,18784818,10419482,32271014,38260405,0.82
Nuevo León,Mexico,25.67,-100.31,5/5/2023,3175916,84736,2579396,511784,2.67,81.22,4.31,2806744,2069760,6734661,85604827,3.71
Moscow,Russia,55.75,37.62,6/17/2021,283251,10897,260806,11548,3.85,92.08,5.5,5472579,4396903,13276000,53202162,0.53
Uttar Pradesh,India,26.85,80.91,6/11/2021,1553529,60831,917313,575385,3.92,59.05,95.43,24125135,15698880,40703434,99764630,1.56
Tamil Nadu,India,13.08,80.27,5/16/2021,4428619,67654,2848447,1512518,1.53,64.32,50.93,26725109,26681044,57707087,69849460,6.34
Delhi,India,28.61,77.21,9/25/2022,4497407,30887,3438042,1028478,0.69,76.44,0.53,401344,317648,1656512,49544508,9.08
Uttar Pradesh,India,26.85,80.91,8/28/2022,1492857,30434,826020,636403,2.04,55.33,0.69,508352,383701,1424945,6000303,24.88
Nuevo León,Mexico,25.67,-100.31,8/23/2023,509901,21149,416505,72247,4.15,81.68,2.79,1973358,1913861,4980822,30554422,1.67
Nuevo León,Mexico,25.67,-100.31,6/22/2021,226493,10270,130527,85696,4.53,57.63,5.16,3452068,2313063,8435786,65182164,0.35
Beijing,China,39.9,116.4,5/17/2022,4648819,102812,3477873,1068134,2.21,74.81,22.44,4406643,3543920,9725057,28493818,16.32
Catalonia,Spain,41.39,2.17,6/13/2021,1271057,54570,734863,481624,4.29,57.82,11.2,7517737,5537965,13581906,63258322,2.01
Hubei,China,30.58,114.27,4/26/2021,2899975,138169,1716376,1045430,4.76,59.19,36.1,25914819,18710310,48109811,67166411,4.32
New York,USA,40.71,-74.01,3/22/2023,3119369,119435,2032645,967289,3.83,65.16,4.58,2493544,1851824,8644078,48287954,6.46
Tamil Nadu,India,13.08,80.27,9/21/2022,1567875,31285,880209,656381,2,56.14,62.97,21895705,21331924,48206783,10665812,14.7
New York,USA,40.71,-74.01,8/12/2023,3472131,86387,2819788,565956,2.49,81.21,26.79,16766273,15604787,32748352,64410741,5.39
Nuevo León,Mexico,25.67,-100.31,3/22/2023,1200741,34712,1165330,699,2.89,97.05,43.87,18572776,12099594,32694889,28584959,4.2
Rio de Janeiro,Brazil,-22.91,-43.17,4/23/2022,3358663,29782,2986750,342131,0.89,88.93,338.43,20137373,19297290,41233098,99931059,3.36
England,UK,51.51,-0.13,6/14/2022,4018406,137725,3045587,835094,3.43,75.79,19.34,2548956,1595712,6213709,14180553,28.34
Veneto,Italy,45.44,12.33,10/17/2021,3024021,10897,2848489,164635,0.36,94.2,25.36,14791537,12847404,28202636,22475338,13.45
Kerala,India,10.85,76.27,8/16/2023,2619797,75884,1797369,746544,2.9,68.61,3.44,3382765,3335470,9972495,51014170,5.14
Beijing,China,39.9,116.4,11/26/2021,3715436,29070,3491097,195269,0.78,93.96,162.18,25793918,15541071,44509079,33284869,11.16
Lazio,Italy,41.89,12.5,9/3/2021,3447671,55104,2176464,1216103,1.6,63.13,142.45,21066304,17151947,42020843,3220062,107.07
Uttar Pradesh,India,26.85,80.91,12/19/2021,2090294,20120,2041737,28437,0.96,97.68,58.56,28058903,19732730,48620710,62571739,3.34
England,UK,51.51,-0.13,8/14/2023,3552815,26833,2733146,792836,0.76,76.93,39.71,26968644,15037350,46156879,79320376,4.48
Lazio,Italy,41.89,12.5,9/22/2022,160619,2281,136891,21447,1.42,85.23,1.97,1478078,1428475,3633356,22500355,0.71
British Columbia,Canada,49.28,-123.12,2/23/2022,1600065,31174,1377018,191873,1.95,86.06,38.88,10807316,10278731,23620860,63557675,2.52
Uttar Pradesh,India,26.85,80.91,11/5/2022,1058017,2592,611836,443589,0.24,57.83,19.79,6554818,4231551,13728650,76859999,1.38
Veneto,Italy,45.44,12.33,9/1/2022,943677,43405,776846,123426,4.6,82.32,135.32,18907873,18272734,41242994,20372229,4.63
São Paulo,Brazil,-23.55,-46.63,7/21/2022,682691,32151,435557,214983,4.71,63.8,85.09,29698877,19655520,51435786,61992226,1.1
Wales,UK,51.48,-3.18,11/7/2022,764894,9536,597546,157812,1.25,78.12,81.16,24570972,18591616,48071297,15056099,5.08
British Columbia,Canada,49.28,-123.12,5/2/2021,18539,727,9934,7878,3.92,53.58,15.75,4926878,3524570,8826547,3470745,0.53
Tamil Nadu,India,13.08,80.27,1/25/2023,4304488,130049,2654130,1520309,3.02,61.66,52.2,26051943,17291218,47705990,93224066,4.62
Wales,UK,51.48,-3.18,2/13/2021,1621340,59711,1338584,223045,3.68,82.56,27.04,26364589,16182805,46051594,7383898,21.96
Lombardy,Italy,45.47,9.19,4/13/2021,3253331,105887,2316569,830875,3.25,71.21,24.46,9031450,7827287,17729696,44738036,7.27
New York,USA,40.71,-74.01,12/8/2022,2413513,56787,1529450,827276,2.35,63.37,112.58,19144345,10064261,30057699,92991100,2.6
Amazonas,Brazil,-3.07,-60.02,2/25/2021,411413,3259,283538,124616,0.79,68.92,27.07,20696386,17647405,41578660,40198506,1.02
Nuevo León,Mexico,25.67,-100.31,12/27/2022,2091258,77913,1764532,248813,3.73,84.38,18.22,5398256,3844950,12100778,86071074,2.43
Delhi,India,28.61,77.21,8/9/2023,2666047,18862,2630699,16486,0.71,98.67,59.51,19967139,15671404,37906242,98867158,2.7
Maharashtra,India,19.75,75.71,10/29/2022,448392,10253,256845,181294,2.29,57.28,59.16,29660107,15421268,48540461,96598714,0.46
Lazio,Italy,41.89,12.5,10/10/2021,116790,220,62367,54203,0.19,53.4,253.52,18623604,17154550,37683315,38931146,0.3
Moscow,Russia,55.75,37.62,8/16/2021,2170543,8153,1912113,250277,0.38,88.09,30.96,13730015,7545463,23208455,3969254,54.68
Maharashtra,India,19.75,75.71,9/20/2021,1508184,52035,1217509,238640,3.45,80.73,43.01,23233139,20702794,45433298,45494722,3.32
Maharashtra,India,19.75,75.71,5/30/2022,4842411,126379,3747773,968259,2.61,77.39,59.6,7598610,4393700,16958257,44212102,10.95
Tamil Nadu,India,13.08,80.27,9/5/2022,3147427,89638,2862614,195175,2.85,90.95,17.7,10403009,9914371,22403953,3019734,104.23
Northern Ireland,UK,54.6,-5.93,4/11/2021,4063387,43812,3874115,145460,1.08,95.34,23.01,13809405,10116402,25279793,909086,446.97
Uttar Pradesh,India,26.85,80.91,11/9/2022,2145440,99839,1739294,306307,4.65,81.07,34.91,19772193,12252331,32361211,85291432,2.52
Jalisco,Mexico,20.67,-103.35,4/21/2023,85074,1082,46463,37529,1.27,54.61,9.17,8111836,7119847,15294750,42921856,0.2
Florida,USA,27.99,-81.76,10/5/2022,4959815,168121,4566246,225448,3.39,92.06,175.96,18569565,16903384,37348989,16075130,30.85
Beijing,China,39.9,116.4,2/10/2021,4271245,211620,2244899,1814726,4.95,52.56,6.51,6174741,6101449,14243063,84386459,5.06
Ontario,Canada,43.65,-79.38,11/20/2021,193414,5967,156006,31441,3.09,80.66,26.15,17237746,14449436,33316069,88699419,0.22
Madrid,Spain,40.42,-3.7,6/25/2023,177651,5376,170992,1283,3.03,96.25,50.4,23136722,13804506,38889528,86335071,0.21
New York,USA,40.71,-74.01,11/24/2022,4677431,206315,3822413,648703,4.41,81.72,32.17,24270912,15991436,42110947,66470106,7.04
Tamil Nadu,India,13.08,80.27,5/19/2023,2703396,90373,2092779,520244,3.34,77.41,194.77,23904300,14709063,41440999,58106050,4.65
Scotland,UK,55.95,-3.19,12/14/2021,1765189,29731,1393184,342274,1.68,78.93,22.66,13819520,8308705,23889088,66926532,2.64
Texas,USA,31.97,-99.9,9/15/2021,1581736,43294,923905,614537,2.74,58.41,60.03,28984913,19843012,53650784,80531870,1.96
Wales,UK,51.48,-3.18,3/23/2023,2248376,54987,2030168,163221,2.45,90.29,28.48,17065913,10086500,31851038,2265382,99.25
Catalonia,Spain,41.39,2.17,9/17/2022,1082710,13355,943393,125962,1.23,87.13,78.38,11071486,9090948,20933819,76569840,1.41
Texas,USA,31.97,-99.9,6/5/2022,2501935,40690,1415591,1045654,1.63,56.58,26.23,22597545,14109933,37391550,8933450,28.01
São Paulo,Brazil,-23.55,-46.63,11/15/2022,3030560,48177,1902029,1080354,1.59,62.76,173.99,23360058,17320996,43539953,42470259,7.14
Catalonia,Spain,41.39,2.17,5/18/2023,2385308,97048,1988881,299379,4.07,83.38,10.35,7924514,5164603,16040556,71876791,3.32
Northern Ireland,UK,54.6,-5.93,10/8/2022,2022572,38807,1700664,283101,1.92,84.08,370.65,27027885,14420467,46126599,75040159,2.7
California,USA,36.77,-119.42,8/4/2021,726454,7289,495924,223241,1,68.27,105.63,12033638,6742928,23597748,76439516,0.95
Saint Petersburg,Russia,59.93,30.33,7/1/2023,1046785,24974,614961,406850,2.39,58.75,45.86,14920568,9822057,26197148,1371998,76.3
California,USA,36.77,-119.42,3/9/2023,3998329,55643,3180747,761939,1.39,79.55,8.33,5589711,4970549,14079691,79996871,5
Delhi,India,28.61,77.21,10/13/2022,277604,4561,178540,94503,1.64,64.31,3.21,2546882,1987373,7159592,15119060,1.84
Saint Petersburg,Russia,59.93,30.33,1/19/2023,588471,7122,557503,23846,1.21,94.74,1.41,903877,648559,2878672,62513517,0.94
Veneto,Italy,45.44,12.33,3/15/2022,605657,25644,452156,127857,4.23,74.66,116.13,24874663,16444587,45643276,2436933,24.85
Veneto,Italy,45.44,12.33,7/6/2022,3668242,182557,2991774,493911,4.98,81.56,2.12,1215842,1177851,5172660,65494461,5.6
Delhi,India,28.61,77.21,2/22/2021,4207369,193448,2598769,1415152,4.6,61.77,75.12,27373228,14740194,44734089,50743560,8.29
Delhi,India,28.61,77.21,4/12/2023,3661594,154114,3150218,357262,4.21,86.03,122.93,26080449,23344179,50336766,91614378,4
Veneto,Italy,45.44,12.33,7/13/2021,2011589,5407,1724265,281917,0.27,85.72,10.03,7047492,5812256,17030330,60563830,3.32
Lombardy,Italy,45.47,9.19,6/28/2021,2685951,406,2189821,495724,0.02,81.53,332.08,23908701,12696439,40851882,439325,611.38
Guangdong,China,23.38,113.43,4/5/2021,715187,18285,519654,177248,2.56,72.66,28.14,11333587,9729513,21157008,42631319,1.68
Nuevo León,Mexico,25.67,-100.31,9/12/2023,2639106,77044,1383509,1178553,2.92,52.42,35.59,3953895,3479429,12111166,37558334,7.03
Veneto,Italy,45.44,12.33,12/9/2021,4791960,124377,4612597,54986,2.6,96.26,3.35,3191600,1718166,6005239,38700658,12.38
Ontario,Canada,43.65,-79.38,10/2/2021,2344169,73113,1364509,906547,3.12,58.21,96.78,22413022,13230933,37464395,16373892,14.32
Delhi,India,28.61,77.21,10/27/2022,1908124,16782,1859085,32257,0.88,97.43,40.86,28102913,22047534,53704831,8173548,23.35
British Columbia,Canada,49.28,-123.12,3/16/2023,843895,33280,495084,315531,3.94,58.67,36.15,26230982,18903043,49646621,56378994,1.5
Jalisco,Mexico,20.67,-103.35,5/20/2022,796684,29259,403769,363656,3.67,50.68,14.88,13385777,8686501,22641577,61425612,1.3
Wales,UK,51.48,-3.18,5/28/2021,4246930,6274,3117288,1123368,0.15,73.4,30.32,19848100,14613166,38200796,55912241,7.6
Quebec,Canada,46.81,-71.21,4/5/2023,1362596,1869,1306627,54100,0.14,95.89,10.53,5608733,4396780,13350389,13153852,10.36
Uttar Pradesh,India,26.85,80.91,6/4/2023,4211325,6032,3597832,607461,0.14,85.43,6.85,4923521,4702687,12551298,92883297,4.53
Shanghai,China,31.23,121.47,11/12/2021,1689525,30711,1335088,323726,1.82,79.02,21.75,15359607,9654843,29293209,12405595,13.62
Scotland,UK,55.95,-3.19,9/18/2023,184807,186,136060,48561,0.1,73.62,24.04,17761059,12528557,35245494,23207935,0.8
Moscow,Russia,55.75,37.62,6/9/2023,3620491,138902,3152129,329460,3.84,87.06,31.73,15150512,10162327,28910415,13979851,25.9
Uttar Pradesh,India,26.85,80.91,4/6/2022,596170,4288,544331,47551,0.72,91.3,277.65,26796057,22038885,49433685,25309056,2.36
